pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,A001,B1,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B6,B7_1,B7_2,B8_1,B8_2,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B9_7,B9_8,B9_9,B9_10,B9_11,B10,B11,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D4,D5_1,D5_2,D5_3,D5_4,D6,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E2_8,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E4_1,E4_2,E4_3,E4_4,E4_5,E5_1,E5_2,E5_3,E5_4,E6_1,E6_2,E6_3,E7_1,E7_2,E7_3,E7_4,E7_5,F1,F2,G1,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,H1_1,H1_2,H1_3,H1_4,H1_5,H1_6,H1_7,H2_1,H2_2,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H3_8,H3_9,H3_10,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H5_1,H5_2,H5_3,H5_4,H5_5,H5_6,H5_7,H6_1,H6_2,H7,H8,H9,H9_1,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I2_1,I2_2,I2_3,I2_4,I2_5,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,M3_1,M3_2,M3_3,M3_4,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N2_4,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ9_1,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4,X,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,WT
121969,14,2,56,5,2,1,4,2,4,3,4,4,4,2,5,2,60,1,2,1,2,3,3,3,2,2,3,4,2,2,1,4,2,2,4,4,3,3,2,2,2,4,1,9,3,2,1,1,1,2,2,0,3,2,6,6,8,8,9,7,6,10,9,7,7,7,2,7,5,3,5,5,1,5,5,4,3,2,2,3,3,3,3,3,3,4,3,4,2,1,4,4,3,3,3,3,4,3,2,3,3,2,5,3,3,3,4,4,4,3,2,3,2,1,3,2,3,4,5,2,2,4,4,3,4,3,4,4,2,1,2,1,2,1,2,3,1,2,4,3,2,2,3,3,2,2,1,3,4,1,2,3,2,2,9,4,1,6,7,6,5,5,5,6,2,4,5,4,2,75,50,70,60,0,10,20,1,2,1,1,2,1,1,1,1,2,4,2,1,1,1,1,2,1,6,6,7,6,5,5,5,5,5,5,4,5,2,2,2,2,3,2,2,3,3,3,3,5,2,2,3,4,11, , , ,2,1,2,2,2, ,4,3,4,9,98,98,3,1,3,2,3,3,3,2,1,2,5,5,1,8,3,3,2,1,99,1.01615308247084
124783,8,2,35,3,4,5,2,1,2,2,5,4,4,5,5,4,30,3,3,4,3,2,3,2,3,3,3,3,2,2,2,3,1,1,4,3,3,3,1,2,2,1,2, ,2,1,2,2,2,2,2,9,8,4,4,5,5,4,1,4,4,9,7,7,6,7,5,5,5,3,3,3,2,4,3,5,4,2,5,3,1,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,1,3,2,2,2,3,3,2,2,1,4,3,4,2,3,3,3,4,4,3,2,4,5,4,3,3,2,1,4,1,4,4,3,1,3,2,2,2,3,3,3,3,3,4,2,2,3,2,2,2,3,3,3,6,6,6,4,5,5,5,3,4,3,2,3,10,80,70,50,60,40,50,2,1,1,2,1,1,1,1,1,1,5,5,4,3,5,4,4,4,5,5,5,6,6,5,5,5,4,5,5,4,3,4,3,3,4,2,2,3,1,4,3,5,3,3,5,3,8, , , ,2,1,1,2,3, ,5,1,4,1,1, ,2,1,2,2,2,3,3,2,1,2,3,2,2,6,4,1,1,1,1,.940322561012578
124804,1,2,52,5,2,5,1,1,3,3,4,4,1,5,5,1,70,3,3,4,4,1,5,2,5,1,1,1,3,1,1,1,1,2,4,4,4,4,4,4,4,4,4, ,1,1,1,1,3,3,1,10,10,2,0,0,5,0,0,0,5,10,10,0,0,7,0,4,4,3,1,1,1,3,3,5,5,4,5,1,1,1,5,5,5,1,3,4,2,2,1,3,5,3,4,4,4,1,2,2,2,4,0,1,1,4,4,4,3,3,4,1,3,3,1,1,1,3,1,3,1,5,1,3,1,1,5,1,5,1,3,1,5,1,5,5,2,1,4,2,1,1,3,3,1,1,1,1,1,1,4,2,1,2,3,1, ,7,7,7,7,1,7,7,3,1,5,5,5,0,50,50,50,75,100,25,1,1,1,1,1,1,1,1,1,1,1,7,5,1,4,1,7,1,7,7,7,1,6,5,3,5,2,2,2,3,5,1,5,5,5,2,1,5,5,5,1,5,4,3,5,2,8, , , ,2,1,2,2,2, ,2,1,5,0,5, ,2,1,2,2,3,4,1,4,1,2,5,1,1,6,1,1,1,1,1,.993131125847806
125620,4,2,52,5,2,5,2,2,4,3,4,5,5,5,5,5,0,1,1,1,1,3,5,5,5,1,1,4,2,1,1,1,1,2,4,4,4,3,1,1,1,1,1, ,2,1,1,1,2,3,1,8,8,6,5,6,8,6,0,5,7,9,7,5,5,5,1,0,2,2,2,2,1,3,3,4,3,1,5,3,1,3,4,5,3,2,1,4,3,2,3,3,2,3,2,4,3,3,4,3,4,4,7,2,3,1,4,1,4,1,4,1,2,2,2,2,4,3,2,1,2,3,2,3,3,4,5,5,1,1,3,2,3,1,3,4,3,1,4,2,2,3,4,4,1,1,1,1,1,1,2,1,3,2,1,4,3,6,7,6,5,6,6,7,2,4,5,1,2,50,50,50,0,25,25,0,2,1,1,1,1,1,1,1,1,1,7,7,6,6,7,4,7,4,7,7,7,1,5,6,5,3,3,5,4,5,3,2,3,3,2,2,2,4,2,2,1,5,2,2,3,3,8, , , ,2,1,2,2,3, ,4,1,4,5,98,99,1,1,1,1,2,2,2,2,1,2,5,2,1,6,3,2,1,1,99,1.00378192952846
125833,8,1,79,6,4,2,2,2,2,3,3,3,2,2,4,2,80,2,1,2,4,3,3,2,2,2,1,2,2,3,2,1,9,1,4,4,3,3,2,1,1,1,2,2,2,2,2,2,2,3,1,6,6,5,6,5,6,6,5,6,5,9,9,9,9,7,5,9,5,2,2,2,1,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,8,4,1,1,4,1,3,2,1,2,2,2,3,3,3,2,3,1,2,4,2,2,1,2,4,4,2,1,2,2,3,1,2,4,4,2,3,2,3,3,4,4,1,2,2,2,2,2,3,2,1,1,2,3,3,6,6,6,5,5,6,6,3,3,5,5,5,20,25,30,25,0,50,30,2,2,2,2,2,1,1,2,2,2,2,6,6,5,6,5,6,5,6,5,5,6,6,6,6,6,6,6,6,6,3,2,2,2,2,1,2,4,2,4,4,5,3,4,4,4,11, , , ,3,1,2,2,1,21,1,1,9,9,6, ,2,2,2,2,4,4,4,3,1,1,6,2,2,8,1,3,1,1,4,.921406625827706
126443,15,1,40,4,4,3,1,1,2,3,4,4,4,2,4,4,40,1,2,4,4,1,3,2,1,2,1,1,1,1,1,1,1,2,4,4,4,4,2,2,2,2,2,1,2,2,1,1,2,2,1,10,8,5,5,4,6,6,6,3,4,10,2,4,3,5,3,0,5,1,1,2,1,3,1,5,4,1,5,2,1,3,3,4,1,1,2,3,2,2,1,2,5,4,2,2,2,3,3,3,3,3,7,4,1,1,3,1,2,1,4,1,1,1,3,2,2,2,1,4,2,4,2,2,1,3,4,4,2,1,2,1,3,3,3,3,2,1,4,3,3,2,4,4,2,2,2,1,2,2,2,2,3,2,3,2, ,7,7,7,5,7,7,6,3,2,3,5,5,25,75,50,60,0,50,50,2,1,1,1,2,1,1,1,1,1,5,7,2,5,4,2,5,2,6,6,6,5,5,2,5,5,6,5,5,4,1,2,2,2,1,2,2,3,2,4,2,5,3,2,3,4,4,1,1,1,2,1,1,2,4, ,5,3,4,2,1, ,2,2,2,2,3,3,2,3,1,1,4,6,2,4,4,1,1,1,1,.920525246364233
128913,1,2,44,4,2,5,2,1,4,3,4,2,2,2,4,2,80,1,3,3,3,2,3,3,4,3,2,2,2,2,2,2,1,2,4,3,4,3,2,3,2,2,2, ,2,2,2,2,2,2,2,8,8,5,2,0,5,5,2,5,4,8,7,7,5,5,5,5,5,1,1,1,1,3,2,5,5,1,3,2,2,3,3,4,3,1,3,4,2,2,2,2,4,3,2,3,2,3,3,3,3,3,7,4,2,1,3,2,3,1,2,2,1,2,2,2,4,4,1,4,3,4,2,3,3,4,3,3,2,2,3,2,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,4,3,2,1,9,9,9,3,4,7,6,5,4,6,5,5,3,3,4,4,4,25,50,50,50,50,50,50,1,1,1,1,1,1,1,1,2,2,5,6,5,3,5,4,5,4,6,6,5,6,6,4,5,5,5,5,5,5,2,2,2,2,2,1,1,4,2,3,3,5,4,3,4,4,5,1,1,1,2,1,2,1,3, ,9,6,4,3,1, ,9,2,2,2,2,3,3,2,1,2,4,1,1,5,7,1,1,1,1,.981075907769129
130930,8,1,47,4,2,1,2,2,4,2,5,4,4,2,5,3,60,2,3,4,4,3,4,4,3,4,2,4,2,1,1,2,2,1,3,4,4,3,4,4,4,4,1,4,2,3,2,1,2,2,1,10,8,2,3,0,3,5,7,7,5,10,10,6,5,5,2,5,5,1,1,2,1,3,3,5,5,1,3,2,1,1,3,3,3,2,4,3,1,2,4,4,4,3,3,4,4,3,4,3,3,4,3,2,1,2,3,2,4,2,4,3,1,3,4,4,4,1,2,1,2,4,3,3,1,4,3,4,3,2,2,2,3,2,3,3,2,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2,1,2,3,3,2,7,7,6,4,5,4,4,4,4,5,5,5,25,75,100,50,75,50,0,1,1,1,2,1,1,2,2,1,1,6,6,7,3,5,1,5,3,6,6,5,3,1,5,6,7,5,7,5,5,2,2,3,2,2,2,1,4,1,3,3,4,3,2,4,5,5,1,1,1,2,1,2,1,3, ,3,1,4,3,1, ,2,2,2,2,1,2,3,2,1,1,4,2,1,5,2,1,1,1,1,.981337608804099
132956,15,2,42,4,4,1,2,2,3,3,4,4,5,5,5,4,40,1,2,2,3,2,3,1,3,5,3,4,1,3,2,3,1,9,4,4,4,3,4,4,4,4,4,4,1,2,1,3,9,2,2,7,7,5,5,2,5,5,5,5,3,9,7,5,5,5,5,2,3,2,3,4,1,3,3,5,5,2,3,3,2,2,3,4,3,2,2,4,3,2,3,3,2,3,2,4,3,2,3,3,3,1,9,3,9,2,3,2,2,2,3,9,2,3,9,9,9,3,2,2,2,3,4,3,3,4,5,2,9,2,3,2,3,1,3,3,2,3,3,2,2,3,3,4,2,2,1,2,3,2,1,3,2,9,3,9, ,6,6,4,4,4,4,4,3,3,4,3,3,50,30,80,25,0,25,25,1,1,1,1,1,1,1,1,1,1,3,5,5,3,5,4,4,5,5,5,3,3,5,5,4,4,5,6,6,6,2,2,2,2,1,2,2,4,1,3,3,5,3,2,2,3,8, , , ,2,1,1,1,4, ,3,1,3,7,1, ,9,2,3,2,2,9,2,3,1,2,4,6,2,6,2,3,1,1,1,.929204889183818
138023,8,2,59,5,2,3,3,2,3,3,3,4,5,4,5,4,30,2,3,1,2,3,3,4,5,3,3,3,1,2,2,5,1,1,4,4,3,3,3,3,3,4,3,4,1,2,1,2,2,2,2,5,6,5,7,7,6,8,6,8,6,10,9,8,7,7,6,9,7,2,3,3,1,3,3,3,3,1,3,2,2,2,3,3,2,3,2,3,2,2,4,3,3,3,1,3,4,3,4,3,3,4,5,4,1,2,3,2,2,3,3,3,2,2,3,4,4,3,3,2,3,3,4,5,3,4,4,4,2,1,2,1,3,1,2,2,2,1,3,2,2,2,3,3,3,2,2,3,4,3,1,1,1,2,4,4,1,7,7,7,5,6,5,5,2,3,5,3,4,50,75,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,5,3,4,4,4,4,3,5,6,5,5,5,4,6,5,6,6,5,5,2,2,2,3,3,2,2,4,2,1,3,4,3,1,4,3,8, , , ,2,1,2,2,3, ,5,1,4,6,2, ,2,2,2,2,2,2,2,2,1,2,5,2,1,6,4,3,2,1,2,1.00276278497078
138465,2,1,71,6,2,5,3,3,2,2,4,5,4,3,5,2,40,2,3,1,3,2,4,3,4,4,3,3,4,5,3,3,1,1,4,3,4,4,4,3,4,4,2, ,3,4,1,1,1,2,2,4,5,3,6,5,5,7,6,8,3,10,8,7,7,6,5,7,6,3,4,3,1,3,4,4,4,2,3,3,1,2,3,3,4,3,3,3,3,2,4,4,3,2,2,2,2,4,3,3,3,2,5,3,2,2,3,2,2,3,3,4,2,2,4,3,3,1,5,5,4,2,3,4,4,5,3,3,1,2,3,2,4,1,2,4,3,1,3,2,1,2,3,4,2,3,3,4,3,2,1,1,3,2,3,4,3,7,7,6,4,5,4,5,2,4,5,4,2,50,75,50,50,25,50,25,1,1,1,1,1,1,1,1,1,1,3,5,3,4,6,4,6,2,5,6,5,7,5,4,6,5,7,5,6,5,3,2,2,2,1,2,1,4,2,4,5,2,3,3,4,4,4,1,2,2,2,1,2,2,2, ,4,6,4,6,2, ,3,2,2,2,2,2,2,1,1,1,6,6,1,4,3,3,2,2,2,.844079249571956
138850,8,1,39,3,2,5,1,1,1,1,5,3,1,1,5,3,20,3,4,2,2,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,2,2,2,2,2,2,9, ,4,4,2,2,9,1,1,10,10,0,0,0,5,8,0,0,0,10,5,0,0,0,0,5,0,1,1,1,1,5,1,5,5,3,5,3,2,3,5,5,2,1,4,4,2,2,3,3,4,4,3,3,3,3,3,3,3,3,7,3,3,9,1,9,3,9,3,1,1,1,5,1,1,2,1,5,1,3,3,3,1,2,4,3,3,1,2,1,3,1,3,3,2,1,4,2,2,2,3,3,3,3,2,3,1,2,2,1,1,9,2,2, ,7,6,6,4,4,4,1,3,3,2,5,5,0,50,100,0,0,0,0,2,2,2,1,2,1,2,2,1,1,1,5,7,1,6,1,7,5,7,7,7,7,4,1,4,2,2,4,1,1,5,3,5,5,5,5,3,1,5,2,1,1,1,1,3,3,4,1,1,1,1,2, , ,1,7,5,3,4,3,1, ,1,1,1,1,4,3,3,3,1,1,3,2,1,4,4,1,1,1,1,1.0242002898491
139049,1,1,61,6,2,3,9,2,3,3,4,3,3,4,5,3,80,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,1,2,4,4,4,4,2,2,3,3,3,4,2,2,2,2,2,2,2,5,5,0,5,5,0,5,5,5,2,10,9,7,5,5,5,5,3,3,3,3,1,5,3,3,3,1,3,3,1,2,2,3,3,3,2,2,2,3,5,4,3,4,2,2,3,3,3,3,3,2,5,3,1,2,3,2,3,2,2,2,2,3,3,3,3,2,3,2,2,4,3,3,3,3,4,2,2,1,3,2,3,1,3,3,2,1,3,2,2,3,4,4,2,3,3,3,3,2,1,3,1,9,9,3,3,7,7,7,4,6,5,6,2,3,3,4,3,75,50,75,50,0,25,25,1,2,1,2,1,1,1,1,1,1,6,6,2,4,6,4,6,5,5,5,4,6,6,6,6,6,6,6,5,6,1,2,2,3,2,2,2,3,2,2,2,5,2,2,4,3,5,1,1,1,2,1,2,2,3, ,3,1,3,8,2, ,2,2,2,2,2,2,3,2,1,1,6,1,1,5,2,3,9,1,2,.912556402557923
139489,1,1,48,4,2,5,2,2,2,2,2,2,2,3,4,2,60,2,9,2,3,3,3,5,5,3,1,3,3,1,1,1,1,2,4,3,3,3,2,2,1,2,2, ,2,1,3,3,3,3,2,8,8,4,5,6,5,4,4,5,5,10,7,5,5,6,3,5,5,1,1,1,1,3,1,5,5,3,5,1,1,3,3,5,3,2,4,3,3,2,3,3,3,3,3,4,4,3,4,4,3,3,3,2,1,4,2,2,2,3,4,4,3,3,4,2,4,2,3,1,2,5,3,2,1,2,4,4,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,1,1,1,4,3,2,2,2,2,3,3,3,7,7,7,3,5,6,5,3,2,3,4,2,70,75,80,60,50,50,30,2,2,2,2,2,2,2,2,2,2,5,6,5,1,5,2,4,5,2,5,5,6,4,4,6,6,5,5,5,5,4,4,4,2,3,2,4,3,2,1,4,2,3,2,3,4,4,1,1,1,2,1,2,1,3, ,4,1,4,4,6, ,2,1,2,2,2,2,2,2,1,1,4,1,1,4,3,1,1,1,4,.971911741117127
139805,3,1,49,4,4,5,3,3,4,3,5,5,4,4,5,4,20,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,9,9,4,4,3,3,3,3,3,3,3, ,2,1,1,1,1,2,2,4,3,3,3,3,3,4,3,5,4,10,8,5,5,5,5,5,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,4,3,9,9,9,2,9,9,9,9,5,4,9,9,9,3,9,3,3,4,9,4,5,3,4,3,9,1,1,4,4,4,4,4,3,3,1,1,3,2,3,1,1,3,3,3,4,4,4,4,4,4,2,9,9,9,9,9,1,1,3,2,9,4,1,4,6,6,1,7,4,4,3,3,3,3,3,50,50,50,50,20,50,50,1,1,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,7,7,6,6,6,4,6,4,4,4,4,4,2,4,5,4,5,2,2,4,3,3,3,3,3,2,4,3,6,1,1,1,2,1,2,1,4, ,9,9,3,5,98,98,2,2,2,2,3,9,9,9,1,1,4,5,2,5,7,2,2,2,99,.971943136720688
140068,9,2,61,6,4,3,3,2,3,2,3,2,3,3,3,2,80,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,1,1,2,4,3,3,2,2,4,3,3,4,2,2,2,2,2,2,2,6,6,3,2,2,5,5,5,5,4,9,9,6,6,6,6,6,5,2,3,3,2,5,3,5,5,2,3,3,2,3,3,3,2,2,4,3,2,2,4,4,3,3,2,4,4,3,3,3,2,2,8,4,2,9,3,3,3,3,2,3,2,4,5,3,4,3,3,3,3,1,3,5,3,5,4,4,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,1,3,2,9,4,1,6,6,6,4,5,4,2,4,5,9,2,2,50,50,50,40,50,50,50,1,1,1,1,1,1,1,2,1,1,5,6,6,4,6,5,5,4,6,5,5,5,4,4,4,4,4,4,5,4,3,3,3,2,4,4,3,3,4,2,3,3,3,3,4,4,11, , , ,2,1,2,2,2, ,3,2,4,4,99,5,2,1,2,2,3,2,2,2,1,2,6,7,2,8,2,1,2,1,1,.906967937078075
141174,8,2,46,4,2,5,2,2,4,2,4,3,4,4,4,4,80,4,4,9,9,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3, ,2,2,3,3,3,3,2,8,8,8,7,8,8,8,8,8,8,7,7,8,8,8,8,8,8,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,8,3,2,4,4,4,3,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,2,3,9,2,4,2,5,5,6,5,5,5,5,4,4,5,4,4,75,50,50,25,50,25,50,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,3,4,4,3,3,3,4,4,3,3,4,3,3,4,4,5,1,1,1,2,1,2,1,4, ,8,4,4,5,98,98,2,2,2,2,2,2,3,2,1,2,4,2,1,5,7,2,1,1,99,.9905906520677
143583,1,1,48,4,2,5,9,2,3,3,3,3,4,3,3,4,70,3,4,9,3,3,3,3,3,3,3,3,3,3,3,3,9,2,2,4,4,2,4,4,4,4,4, ,3,3,3,2,9,2,2,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,6,4,5,3,3,3,3,3,9,9,9,3,9,3,3,9,9,9,3,9,4,3,9,3,3,3,4,3,9,9,4,9,9,9,9,9,5,3,9,3,4,3,9,3,3,3,9,3,3,3,9,3,3,3,3,9,3,3,3,9,9,9,9,9,3,9,9,3,3,9,3,9,2,2,2,1,2,2,9,9,3,3,9,3,3,2,3,2,9,9, ,4,5,4,4,3,4,4,3,3,3,4,3,50,75,50,50,50,50,75,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,3,4,4,4,4,5,4,4,4,3,4,4,5,4,4,2,3,3,4,3,3,3,4,2,3,4,3,1,1,1,1,11, , , ,1,2, , ,3, ,1,1,5,4,98,98,9,9,9,9,2,3,3,9,1,1,4,1,1,8,1,1,9,1,99,.971911741117127
144535,10,1,69,6,6,3,4,2,4,4,5,5,5,5,5,5,20,1,1,1,1,2,3,3,5,2,1,3,5,1,3,5,1,2,4,4,4,2,2,2,1,1,2,1,2,4,1,1,2,2,2,1,2,1,1,9,2,4,3,5,0,10,9,5,5,1,1,8,2,3,4,4,1,5,5,5,2,1,5,5,1,2,3,3,2,3,4,4,2,2,4,5,5,2,4,4,4,4,4,4,3,3,4,2,1,4,4,3,2,3,2,4,4,2,5,5,5,5,5,1,1,4,4,4,4,5,5,2,2,1,2,1,2,1,4,4,4,1,1,1,1,2,3,4,2,3,3,4,4,2,1,1,3,2,2,4,1,7,7,7,4,6,5,7,4,1,5,5,5,50,25,75,0,0,50,25,1,1,2,2,1,1,1,1,1,1,3,7,2,6,7,3,6,3,7,7,7,6,6,6,6,5,2,7,7,6,2,2,3,4,1,2,1,4,2,1,3,5,1,1,1,3,11, , , ,2,1,2,2,2, ,5,4,4,8,1, ,3,2,2,2,2,1,2,2,1,1,6,3,2,8,4,3,2,1,1,.913084621214228
144582,15,1,58,5,2,5,2,1,3,3,5,4,3,3,4,3,90,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,4,4,4,3,2,2,2,2,1, ,3,3,2,2,2,2,2,8,8,5,5,0,3,5,0,4,0,10,7,5,5,5,5,5,5,2,2,2,1,9,9,5,5,9,5,9,1,3,3,3,3,2,3,4,3,3,4,4,3,3,3,3,3,4,4,4,4,9,2,4,9,2,3,2,4,2,4,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,3,3,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,2,3,9,9,9,9, ,6,6,6,4,4,4,4,3,3,4,3,2,50,50,75,50,25,50,50,2,2,1,1,1,1,1,1,1,1,3,6,6,5,5,4,5,4,6,6,4,4,4,4,5,4,4,3,3,4,2,2,4,3,2,2,2,4,3,2,2,3,2,2,3,4,4,1,1,1,4,1,2,2,1,15,3,2,5,99,98,1,2,2,2,2,3,3,3,2,1,1,5,6,1,4,2,9,1,1,1,.904729041549819
144624,11,1,65,6,6,2,1,1,2,2,5,2,4,4,5,3,40,3,4,3,3,2,3,2,2,2,2,3,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,10,8,7,8,5,7,5,7,7,7,10,10,8,5,5,5,5,5,1,1,1,1,3,2,5,4,1,1,2,1,2,2,2,2,2,3,3,3,2,3,2,4,3,2,3,2,3,3,3,3,4,6,3,1,1,4,1,3,1,3,1,2,2,3,3,3,4,2,1,2,5,2,2,1,2,4,4,2,1,2,1,2,1,2,3,2,1,3,2,2,2,3,3,2,1,2,2,2,2,2,2,1,2,3,2, ,7,6,7,5,6,6,4,2,2,4,4,4,50,75,75,75,0,25,50,1,1,1,1,1,1,1,1,1,1,5,6,5,5,4,4,5,4,5,6,6,5,5,4,6,5,6,6,6,6,2,3,2,2,2,2,1,4,2,2,1,2,1,2,3,3,10,1,2,2,2,1,2,2,2, ,4,5,3,5,1, ,2,2,2,2,3,3,3,2,1,1,6,3,2,8,3,2,1,1,1,.90935749007236
144672,15,1,63,6,2,3,2,2,2,2,4,3,3,4,4,3,30,2,3,1,2,3,3,3,3,2,3,3,2,3,3,2,2,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,8,8,1,2,5,6,5,6,5,5,10,10,8,7,5,3,4,3,2,2,2,2,5,3,3,3,2,4,2,1,1,2,4,3,2,4,4,4,3,5,5,3,3,3,3,4,3,4,3,3,3,5,4,2,9,2,4,2,3,4,4,5,5,5,5,5,5,5,1,2,4,3,3,1,3,3,3,2,1,2,1,3,1,2,4,2,1,3,2,2,1,4,4,3,9,2,9,9,9,9,2,1,2,2,9, ,7,7,6,4,5,5,5,3,3,4,3,3,10,30,30,10,0,10,0,2,2,2,2,2,2,2,2,2,2,5,4,4,5,4,3,4,4,6,5,5,5,4,4,4,5,5,5,5,5,2,2,3,3,2,2,3,2,2,3,4,3,3,3,4,3,11, , , ,2,1,2,2,2, ,2,2,4,4,98,1,9,9,3,9,3,2,3,2,1,1,6,6,1,8,1,1,1,1,1,.864308117443204
146163,1,1,69,6,2,5,3,2,3,3,4,4,3,5,4,3,30,2,3,1,3,2,3,3,3,3,3,3,3,3,3,4,9,1,4,4,4,4,4,3,3,4,3, ,2,2,1,1,1,1,2,4,5,1,7,7,6,6,4,7,4,10,9,8,8,8,2,6,5,2,3,3,1,3,4,2,3,2,4,3,2,2,2,4,3,3,3,4,3,9,3,4,3,3,9,3,9,4,3,3,1,3,3,4,2,2,4,3,3,1,4,2,1,2,4,3,2,3,4,2,3,3,4,4,9,4,3,3,1,1,3,2,3,2,3,2,3,3,3,2,3,3,4,4,4,3,2,3,4,2,1,1,3,2,3,4,1,7,6,4,2,3,3,4,4,5,5,4,2,60,50,70,20,0,25,40,2,2,2,2,1,1,1,2,2,2,4,5,1,1,2,3,2,3,6,6,5,4,3,4,6,5,5,4,6,4,3,3,4,3,2,2,2,4,3,3,2,3,2,1,4,3,11, , , ,2,1,2,2,2, ,3,8,3,9,2, ,2,2,2,9,2,2,2,2,1,1,6,1,1,8,2,3,2,1,2,.912556402557923
146543,14,2,64,6,2,1,3,2,2,2,4,2,1,2,3,2,30,2,3,1,2,3,3,3,4,2,3,4,3,2,2,3,1,2,4,4,4,4,3,4,4,4,4,4,2,2,1,1,1,2,2,5,5,0,7,5,7,8,8,8,6,9,9,8,6,5,0,5,5,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3,2,2,3,3,3,2,5,5,4,4,3,3,3,4,4,3,3,2,5,5,3,4,2,4,3,3,3,3,3,3,4,4,4,3,3,1,2,5,3,3,1,4,3,4,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,1,1,2,4,4,3,1,1,1,2,3,3,2,7,7,6,3,4,4,4,3,3,5,3,2,50,50,50,10,0,50,20,1,1,1,2,1,1,1,2,2,2,7,7,4,4,7,3,3,4,6,6,4,5,4,2,5,5,6,7,5,4,2,3,3,2,2,2,3,3,2,1,3,5,1,1,3,4,8, , , ,2,1,2,2,2, ,3,3,4,8,98,98,2,1,2,2,3,2,2,2,1,2,6,5,1,6,2,3,2,1,99,1.0141391329901
