pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
639807,1,6,1,3,5,5,1,5,4,3,3,3,2,7,7,7,6,5,6,6,75,75,75,75,0,50,50,2,2,2,2,2,1,1,2,1,1,4,5,4,5,2,1,3,3,7,7,5,5,5,5,5,5,6,6,6,5,2,2,2,2,1,1,5,2,3
639973,1,6,2,2,4,4,4,5,3,3,3,3,2,5,5,6,4,6,5,5,75,70,70,60,10,50,50,2,2,2,2,1,1,1,1,1,2,6,6,5,3,4,1,5,3,6,6,6,6,5,5,6,6,6,6,7,6,2,2,3,2,2,1,4,4,5
640399,1,3,3,1,1,4,2,5,2,5,5,4,2,1,4,5,5,4,3,6,50,55,30,48,50,40,50,2,1,1,2,1,1,1,1,1,1,3,1,1,1,5,1,1,1,5,6,7,6,2,1,3,2,1,1,1,1,3,2,4,3,3,2,1,1,1
642300,1,4,4,1,1,4,4,5,2,4,5,3,3,4,6,4,4,5,4,4,25,75,25,50,25,25,25,2,1,1,2,1,1,1,1,1,1,4,4,1,1,2,1,2,1,7,7,5,2,4,4,5,5,6,3,5,5,2,2,2,2,1,2,3,8,4
642407,1,2,4,2,2,3,2,4,1,3,4,3,4,4,5,4,3,4,4,4,25,75,50,30,30,30,30,2,1,1,1,1,1,2,1,1,1,5,5,4,5,5,3,3,4,4,5,5,5,5,5,5,5,5,4,5,4,2,2,2,2,2,1,4,4,2
645060,2,6,2,2,4,4,4,5,5,5,5,3,5,7,7,7,7,7,7,7,50,50,50,50,20,50,50,2,2,2,2,2,2,2,2,2,2,6,5,5,3,7,1,6,7,7,7,7,7,4,4,5,2,2,4,5,4,3,5,5,5,1,1,1,2,1
645447,1,2,4,3,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,30,40,50,40,10,50,20,2,2,2,2,2,1,1,2,2,2,4,4,4,4,5,4,3,4,4,4,5,3,4,4,5,3,4,4,4,4,3,3,2,4,3,2,2,5,1
645992,1,6,6,2,2,4,5,5,2,5,5,5,2,7,7,7,7,7,5,5,60,60,80,40,0,20,50,1,1,1,2,1,1,2,2,2,2,2,7,2,1,7,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,3,3,5
647067,1,6,1,2,4,4,5,5,4,5,4,2,4,6,7,6,4,6,5,6,50,50,50,25,0,50,50,1,1,1,1,1,1,1,2,2,2,3,6,4,6,6,5,6,6,6,6,6,2,6,6,6,6,6,7,6,6,2,2,2,2,2,1,2,2,1
647101,2,3,4,3,5,5,5,5,5,5,5,1,4,6,7,7,3,4,6,4,50,50,50,0,50,25,0,1,1,1,1,1,1,1,1,1,1,7,3,4,1,5,1,3,1,7,5,4,4,3,2,7,5,5,3,1,3,1,4,4,2,1,1,3,1,3
647490,2,5,1,3,3,4,3,3,4,3,2,3,3,4,5,4,5,4,5,4,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,2,3,2,3,1,1,2,1
648144,1,2,3,3,1,3,1,5,3,1,1,3,3,7,6,7,4,7,5,6,75,75,0,75,75,75,50,2,1,1,1,2,1,2,2,2,2,3,5,1,7,7,1,7,3,7,7,7,7,7,5,7,5,7,2,5,6,2,1,2,2,1,2,3,2,1
648250,2,3,4,2,3,3,3,4,2,3,3,3,3,7,6,6,4,5,4,6,25,50,50,50,50,25,50,2,2,1,1,1,1,1,2,1,1,6,5,4,2,6,2,5,4,6,6,5,4,4,3,5,3,5,4,4,4,2,2,2,2,2,2,2,3,1
651284,1,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,7,0,0,0,3,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,2,1
652372,2,6,4,1,5,4,5,5,5,3,4,3,3,7,7,6,2,4,4,4,50,75,10,0,0,15,5,2,1,1,1,1,1,1,2,2,2,1,7,4,3,7,1,3,4,7,7,7,7,6,4,7,5,6,7,7,6,1,1,1,3,2,1,1,2,3
652653,2,2,4,3,5,5,5,5,5,3,5,4,5,6,6,6,4,6,6,4,60,50,50,15,0,50,50,1,1,1,1,1,1,1,1,1,1,3,6,3,3,4,2,5,6,5,4,5,6,7,6,7,5,4,4,4,2,2,3,2,1,1,1,4,5,1
652722,2,6,1,2,4,4,4,4,4,4,4,3,4,6,6,5,5,5,5,5,75,75,100,75,0,25,50,1,1,1,1,1,1,1,2,2,2,6,7,5,1,5,5,5,4,5,6,6,6,5,5,6,5,5,6,6,4,2,2,2,2,1,1,1,1,1
652748,1,3,4,2,2,1,3,5,5,2,2,4,2,7,7,7,6,7,4,4,80,70,90,50,20,50,50,2,2,2,2,1,1,1,1,1,1,3,7,4,7,7,3,6,7,1,5,5,7,5,6,7,7,5,6,6,6,1,1,1,1,1,2,3,3,1
652753,2,5,2,3,3,3,4,4,2,2,2,4,3,4,4,4,4,4,4,4,50,50,25,25,0,25,0,1,1,1,1,1,1,1,1,1,1,6,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,2
652887,1,4,2,2,3,2,2,4,3,3,3,4,2,4,4,4,3,5,4,3,70,60,60,50,20,20,20,1,1,1,1,2,1,1,1,1,1,5,5,4,4,5,3,5,3,4,5,4,3,4,3,4,4,4,5,4,4,3,2,2,2,2,1,3,5,2
654004,2,6,2,2,3,4,4,5,4,3,4,3,3,7,7,7,4,4,5,4,75,50,50,40,0,30,30,2,2,1,2,1,1,1,2,2,2,5,5,4,3,5,4,5,4,5,6,5,5,4,4,5,5,5,5,4,5,2,2,2,3,4,1,2,4,6
654086,2,4,2,3,4,4,5,5,3,2,3,3,3,7,5,5,3,4,5,4,50,50,50,50,50,25,50,2,2,2,2,1,1,1,1,1,1,7,5,4,5,4,2,6,4,1,7,6,6,6,4,6,4,5,4,4,2,3,4,3,2,1,1,3,1,1
654542,2,3,2,3,4,5,4,4,5,3,4,3,3,4,7,4,4,4,5,7,75,50,50,50,75,50,50,2,2,2,2,2,2,2,2,2,2,4,4,3,1,4,4,2,5,5,6,5,3,3,4,6,4,5,4,4,4,2,2,2,2,1,2,3,7,2
654739,2,5,4,4,5,5,5,5,5,3,5,5,1,7,7,7,7,4,2,4,75,50,50,50,0,0,25,1,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,7,7,7,1,1,2,1,1,1,3,6,6
654779,2,6,2,3,4,5,5,5,5,4,5,3,3,6,7,7,4,4,6,6,90,60,50,50,10,50,20,1,1,1,1,2,1,2,2,2,2,5,4,1,3,6,6,6,4,4,6,7,3,4,4,5,6,7,7,7,7,4,3,2,2,1,1,2,3,2
654884,1,2,4,3,2,4,4,4,3,3,3,3,3,6,5,4,3,4,4,6,50,50,50,50,25,50,50,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,3,3
655203,1,3,2,3,4,3,4,4,3,4,3,3,4,4,5,4,4,4,4,3,75,50,50,50,50,50,25,2,2,2,2,2,1,2,2,2,2,5,4,4,4,4,4,4,4,5,6,6,6,5,5,5,5,5,5,5,4,2,2,2,2,3,2,3,1,1
655319,1,3,2,3,3,4,3,4,3,2,3,3,2,6,5,5,5,5,4,5,50,60,50,50,50,40,50,2,1,1,2,2,1,1,1,1,2,5,2,3,2,2,1,2,3,4,5,5,3,4,3,4,3,4,3,3,3,2,3,2,2,3,2,1,3,2
656526,1,4,6,2,2,2,4,4,1,3,3,3,3,4,5,4,3,4,4,3,70,80,70,60,50,65,50,1,2,1,1,2,1,1,1,1,1,4,2,1,1,4,2,3,2,6,6,5,7,7,4,6,6,5,4,4,4,3,3,2,3,3,1,4,9,6
657118,1,3,4,1,2,2,4,4,4,3,3,3,3,6,6,6,3,4,5,4,0,50,50,50,25,25,25,1,1,1,1,1,1,1,2,2,2,6,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,2,1,5,6,1
658300,2,3,2,1,4,2,4,4,3,4,3,3,3,6,6,5,3,6,5,5,40,50,75,50,10,50,5,1,1,1,2,1,1,1,2,1,1,3,4,4,2,7,4,5,5,6,6,6,5,2,4,6,5,7,6,5,5,1,1,1,2,1,1,4,6,3
660098,1,5,4,1,4,3,4,4,2,3,3,2,3,6,6,5,2,5,4,4,25,75,50,75,25,50,50,2,2,2,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,5,4,4,3,5,5,5,5,5,5,4,4,3,2,2,4,4,1,4,8,2
660865,2,5,6,3,5,5,5,5,4,3,3,3,3,7,6,6,4,5,6,6,60,60,30,10,30,50,30,2,2,2,2,2,2,2,2,1,1,6,6,4,3,5,3,5,5,4,5,5,5,5,4,6,5,5,3,5,4,2,2,2,3,3,1,4,4,2
661245,2,4,2,1,1,3,4,4,2,3,3,2,2,6,6,5,4,4,4,4,50,75,50,50,50,50,50,1,2,1,1,1,1,1,1,1,1,3,5,4,2,5,3,4,4,5,6,6,4,5,4,4,2,4,5,5,5,4,3,3,3,2,1,4,5,4
661736,1,4,2,2,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,75,50,50,75,25,50,50,2,2,1,2,2,1,2,2,2,2,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,1,1
662946,1,4,2,1,4,4,4,5,4,4,3,4,3,7,7,5,4,5,4,4,25,25,75,25,50,50,25,1,1,1,1,1,1,1,1,1,1,3,5,4,5,5,5,5,4,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,4,1
664193,1,5,4,1,2,2,4,4,2,3,3,4,2,7,6,6,5,5,6,4,25,50,50,25,0,25,25,1,1,1,1,1,1,1,1,1,1,5,6,4,3,4,5,4,6,6,6,4,5,5,5,5,4,5,5,5,5,4,2,2,2,2,1,3,5,8
664816,1,5,4,3,4,4,4,5,4,4,3,3,2,6,6,4,4,6,4,6,75,75,75,50,25,50,50,2,2,1,1,2,1,1,2,1,1,3,6,6,5,4,4,5,4,5,5,4,2,5,4,5,4,5,5,5,4,2,4,4,2,2,1,3,5,4
664935,2,4,2,3,4,4,4,4,3,4,3,4,4,4,6,4,4,5,4,5,80,50,50,50,50,50,50,2,1,1,1,1,1,1,1,1,2,5,5,4,4,3,3,5,4,6,5,5,5,5,5,5,5,4,4,3,5,2,2,3,4,2,2,1,2,1
665543,1,4,4,2,5,5,1,5,4,1,1,5,2,7,7,7,4,4,5,5,25,50,50,50,50,50,25,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4,7,1,4,6,6,6,1,5,7,5,5,3,2,3,2,2,2,2,4,4
665695,1,2,4,4,3,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,6,3,3,3,3,3,3,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,1,1,2,1
665960,1,5,6,2,4,3,3,4,2,3,3,3,3,5,5,4,3,4,4,4,50,50,75,50,25,50,50,2,1,2,2,1,1,1,2,2,2,4,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,5,4,4,2,3,3,2,2,1,3,3,1
666380,1,3,4,1,1,1,1,1,1,5,5,1,3,7,7,7,1,7,1,7,20,40,60,10,10,10,15,1,1,1,1,2,2,2,1,1,1,7,7,1,1,7,1,1,1,4,7,7,7,4,7,1,1,4,4,4,4,5,3,5,5,3,2,1,3,1
668109,1,6,2,3,4,3,4,4,3,3,3,4,4,7,7,7,6,6,6,7,7,6,8,6,5,6,6,2,2,2,2,2,1,2,2,2,2,4,5,5,6,5,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,2,2,2,3,2,1,3,3,4
669316,2,6,2,2,3,2,4,4,3,4,4,3,3,7,7,4,4,4,4,4,50,75,60,50,50,50,40,1,1,1,2,1,1,1,2,1,1,5,6,4,1,4,5,5,4,6,7,4,4,4,4,5,4,6,4,4,5,2,2,3,3,3,2,1,3,9
669755,2,6,2,1,4,3,2,4,2,4,3,2,3,7,6,6,4,5,6,6,50,50,50,50,50,25,50,2,2,1,1,1,1,1,1,1,1,5,5,5,4,5,3,5,3,5,5,4,5,5,4,5,5,5,5,4,4,2,2,2,2,3,1,2,4,5
669870,2,5,4,3,4,4,5,5,4,2,2,4,3,7,7,7,6,7,6,6,80,80,60,50,50,60,30,1,1,1,1,1,1,2,2,1,1,7,5,4,1,4,2,3,3,5,6,5,2,5,5,5,5,7,6,6,5,2,2,2,2,1,1,4,7,6
670021,2,6,4,1,1,1,4,5,4,2,2,3,3,6,7,6,5,5,5,5,85,90,50,50,30,80,60,2,1,1,1,1,1,1,2,2,2,3,6,3,1,5,3,5,4,6,6,5,4,5,4,5,4,5,5,5,5,2,1,2,2,2,1,2,5,6
670396,1,3,2,3,4,3,5,5,5,4,4,3,3,7,7,7,4,5,4,7,75,50,75,50,50,50,25,2,2,1,1,1,1,1,1,1,1,7,6,3,2,5,2,6,4,4,7,6,4,5,5,6,5,5,7,5,5,3,2,3,2,1,2,2,4,1
670802,1,3,4,3,4,4,4,4,4,3,3,3,3,6,6,6,4,6,4,6,75,75,100,75,50,50,50,1,1,1,1,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,3,1
672133,1,5,2,2,3,3,3,3,3,3,3,2,3,6,6,6,3,3,5,5,70,50,50,50,25,50,25,2,2,1,2,2,1,1,1,1,1,4,6,3,2,3,7,7,4,4,4,4,5,5,5,6,5,5,4,5,5,2,2,3,3,1,1,3,8,2
673613,1,5,2,3,5,4,5,5,4,4,3,3,4,6,6,5,4,6,5,4,25,50,50,50,75,50,25,1,1,1,1,1,1,1,2,2,2,5,5,4,3,7,1,7,3,6,4,4,6,5,4,6,4,6,6,5,4,2,2,2,2,1,1,3,6,3
673923,2,6,2,2,4,5,5,5,5,3,4,3,3,6,7,7,5,5,4,5,75,50,50,25,0,25,25,2,2,2,2,2,1,2,1,1,1,4,7,6,3,6,5,6,5,7,7,6,6,5,4,6,6,6,6,6,5,3,2,2,2,1,1,3,8,9
674012,1,6,2,2,4,3,5,5,4,2,2,4,4,6,6,6,6,6,4,6,80,80,80,70,50,60,50,2,2,2,2,2,2,1,1,2,2,5,5,2,2,2,6,3,5,5,5,5,6,4,4,6,6,6,6,6,6,4,2,2,2,2,1,2,3,5
674366,1,5,1,2,4,4,5,5,3,3,3,4,3,7,7,7,5,6,4,4,0,50,50,20,0,0,20,1,1,1,1,1,1,1,1,1,1,4,6,6,5,5,5,6,5,6,6,5,5,5,6,6,4,6,6,6,5,1,1,2,2,2,1,3,6,5
675478,1,2,2,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,2,1
675767,1,2,2,2,3,3,3,3,3,3,3,3,3,6,7,6,4,7,6,6,50,50,50,50,50,50,50,2,2,2,2,2,1,2,1,1,2,6,5,4,1,4,4,4,4,6,6,6,6,4,4,4,4,4,5,4,4,3,2,3,3,2,2,4,3,3
677321,2,5,2,3,5,4,3,5,5,4,3,4,3,7,7,7,5,5,6,5,60,70,50,60,20,40,50,2,1,2,2,1,1,2,1,1,1,4,6,7,3,5,1,4,4,7,7,5,5,3,3,6,6,6,6,4,4,2,2,2,2,1,1,4,9,8
677344,1,6,4,2,5,5,5,5,5,4,5,3,3,6,5,6,5,6,5,6,25,25,25,25,25,25,25,2,2,2,2,2,1,2,2,2,2,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,5
677722,2,6,2,2,4,3,4,4,2,5,5,3,3,6,6,6,4,5,4,4,42,55,70,45,0,40,20,2,1,1,2,1,1,1,1,1,1,6,5,4,3,4,5,5,4,5,5,5,5,5,5,5,5,6,6,6,5,2,2,3,4,4,1,2,3,4
678875,1,3,4,4,5,5,4,5,5,1,1,5,1,7,7,7,7,7,6,7,100,100,100,75,75,25,25,1,1,1,1,1,1,1,1,1,1,7,6,7,4,7,3,7,7,7,7,7,7,7,7,7,1,7,5,5,4,2,2,2,2,1,2,3,8,5
678986,1,3,4,2,4,2,3,4,2,2,3,3,3,7,5,5,3,5,3,4,50,50,50,50,40,50,50,1,1,1,2,1,1,2,1,1,1,5,3,3,3,5,3,3,3,5,5,4,4,3,3,4,4,5,3,4,3,3,3,4,4,3,1,4,5,1
679518,1,2,3,3,3,4,3,4,3,4,4,4,4,7,6,6,4,5,4,4,60,60,50,0,0,0,20,2,1,1,1,1,1,1,1,1,1,7,6,1,4,5,4,5,5,3,6,6,4,5,5,6,6,5,6,5,4,2,2,2,2,2,2,4,7,1
679676,2,5,2,3,3,4,4,4,3,2,4,3,4,6,7,6,4,4,2,5,50,75,50,25,25,50,50,1,1,1,1,1,1,1,1,1,1,5,3,4,1,5,1,6,4,6,6,5,2,2,4,5,4,5,5,5,4,2,2,2,2,1,1,3,6,1
680534,1,6,1,2,4,4,5,5,4,5,5,5,4,6,7,5,4,4,3,6,75,75,100,25,0,50,25,2,2,1,1,2,2,2,1,1,2,6,7,2,6,6,1,5,3,6,6,5,6,6,5,6,5,5,7,4,4,4,3,2,2,1,1,3,4,3
680700,2,6,2,4,3,4,3,3,3,4,3,3,3,7,7,7,7,7,5,6,75,75,75,60,0,50,50,1,1,1,1,1,1,1,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,1,1,2,1
681013,2,5,2,4,5,5,5,5,5,1,1,1,1,7,7,1,1,1,7,7,10,50,10,0,10,10,10,2,1,1,1,1,1,1,1,1,1,1,7,2,6,6,7,7,7,6,7,7,7,5,7,7,7,7,7,6,7,1,1,1,1,1,1,5,1,1
681155,1,6,2,2,4,4,4,4,3,5,5,5,2,7,6,7,5,6,6,6,50,40,50,50,30,30,30,2,1,1,2,1,1,1,1,1,1,5,5,2,6,6,5,6,2,7,7,7,7,7,5,5,5,5,5,5,5,2,2,2,3,2,1,2,3,3
681410,1,5,4,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1,3,2,5
682367,1,3,4,2,3,3,2,3,2,3,2,3,3,4,6,6,4,6,6,6,50,75,75,0,0,0,25,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,3,2,6,6,5,6,5,6,5,6,6,5,5,5,1,2,2,2,1,2,1,2,1
684409,1,4,4,3,3,3,4,4,4,4,4,3,4,5,5,5,5,5,5,5,50,50,50,50,50,70,50,1,1,1,1,1,1,1,1,1,1,6,6,4,6,4,5,5,5,6,4,5,4,5,4,4,3,6,4,4,5,4,4,4,4,4,2,4,7,6
684856,1,4,2,2,4,4,4,4,3,4,4,3,3,6,5,5,5,5,5,5,30,60,40,10,10,60,30,1,1,1,1,1,1,1,1,1,1,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,1,4,1
685134,1,2,5,4,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,50,50,50,50,50,50,5,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,7,4,7,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,8,6
685250,1,2,4,2,5,5,4,5,4,3,3,3,2,7,7,7,7,7,7,6,50,50,50,50,50,50,50,2,2,1,1,2,1,2,1,1,2,6,2,1,1,1,1,1,1,6,6,6,5,5,6,4,2,4,4,4,5,2,3,2,2,2,2,1,4,1
686444,1,5,4,2,3,3,3,3,3,3,4,3,2,6,6,5,2,5,4,4,50,50,25,10,0,0,10,2,1,1,1,1,1,1,1,1,1,4,5,2,4,5,3,5,2,6,6,6,6,6,5,4,4,4,3,4,3,2,2,4,3,3,2,2,2,3
688264,1,5,4,2,4,5,4,5,2,3,3,4,3,6,6,7,2,5,3,4,60,60,55,20,10,40,30,1,1,1,2,1,2,1,1,1,1,5,2,3,3,5,3,2,3,6,6,5,6,5,4,6,5,6,5,4,4,3,3,4,3,4,1,3,9,8
689383,1,4,4,2,3,3,4,5,4,2,2,3,3,4,4,4,4,3,4,4,20,20,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,3,4,3,2,4,4,3,3,4,3,3,3,4,4,4,4,3,4,2,3,3,1,3,3,1,4,3,1
689611,1,2,2,3,5,5,5,5,5,5,5,2,5,6,6,5,4,4,4,4,0,0,100,0,0,0,0,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,7,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,1,3,7,1
689663,1,2,3,1,4,2,5,3,2,4,4,5,2,7,7,7,7,7,7,7,80,80,80,80,70,30,50,1,1,1,1,1,1,1,1,1,1,6,6,6,2,4,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,3,3,2,4,4,1
689914,1,2,4,3,5,4,4,5,2,2,2,4,2,5,5,6,3,5,3,2,25,50,0,25,0,25,50,1,1,1,1,1,1,1,1,1,1,5,6,3,2,5,2,6,2,5,4,3,5,5,3,5,6,5,3,6,6,2,2,2,2,4,2,2,6,1
690788,2,3,2,2,4,3,2,4,3,3,4,3,3,4,5,5,3,4,3,6,75,50,50,50,50,50,25,2,2,1,1,1,1,2,2,2,2,4,4,4,3,4,2,3,4,4,5,4,4,3,3,4,3,4,2,2,3,2,2,3,3,2,2,2,6,2
690939,1,2,4,2,4,4,4,4,2,3,2,4,2,7,6,6,5,6,6,5,25,75,75,50,25,50,50,1,1,1,1,1,1,1,1,1,1,6,5,5,4,6,4,6,6,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,3,3,2
691007,1,3,2,2,4,3,3,3,4,3,4,3,3,3,5,3,4,2,4,2,60,40,90,10,0,60,30,2,2,1,1,1,1,1,2,2,2,2,5,5,3,4,3,5,4,5,3,5,4,6,5,4,4,3,4,4,5,2,2,3,4,3,2,1,3,1
691380,1,5,4,2,4,4,5,5,4,3,2,3,4,7,5,4,2,7,7,6,50,50,75,50,25,50,50,1,1,1,1,1,1,1,1,1,1,2,5,4,1,5,1,5,3,4,4,4,4,4,4,5,4,6,4,5,5,3,2,3,2,3,1,3,4,2
691676,2,5,2,2,5,2,3,3,3,2,3,2,4,7,6,5,6,6,6,6,70,50,50,30,0,10,20,1,1,1,1,1,1,1,1,1,1,2,6,5,5,6,4,5,4,6,6,6,6,6,5,6,6,6,6,6,6,2,2,2,2,2,1,3,4,1
691867,2,6,1,3,4,4,3,4,4,5,4,3,3,5,6,4,4,4,4,5,70,50,50,30,20,50,50,1,1,1,1,2,1,1,1,1,2,6,5,4,4,5,5,5,4,6,5,4,2,3,4,5,4,5,7,4,3,2,4,2,2,2,1,2,1,2
692069,2,5,2,1,4,4,4,4,4,1,1,2,2,7,7,7,7,7,6,7,100,90,80,90,80,30,20,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,1,7,1,1,1,1,1,1,2,11,3
692251,2,2,2,1,2,2,5,5,1,4,4,4,3,7,7,6,2,4,4,5,75,40,50,25,25,30,50,1,2,1,2,1,1,1,1,1,1,6,2,5,2,6,4,5,3,6,6,5,3,2,4,4,2,4,3,2,3,2,2,2,2,3,2,4,3,1
692444,2,6,2,3,3,4,4,5,3,5,5,3,2,7,6,7,4,6,6,4,80,20,50,30,70,10,40,1,2,2,2,2,1,1,2,1,1,4,4,1,7,2,5,3,2,2,4,4,7,7,4,7,6,6,6,3,3,4,2,3,3,3,1,2,3,1
692932,2,6,4,3,5,5,5,5,4,5,5,5,3,7,7,6,4,4,4,4,80,10,70,10,0,10,5,2,2,1,1,1,1,1,1,1,1,7,4,1,1,1,4,2,1,6,6,6,6,6,5,4,4,5,5,4,2,3,3,3,3,3,1,4,8,8
692999,1,4,2,3,5,5,5,5,4,4,4,2,3,6,6,4,5,5,4,5,25,50,50,25,25,50,25,2,2,2,2,2,1,2,2,2,2,6,5,3,2,3,2,5,2,5,6,4,3,4,4,5,4,5,5,5,5,4,3,4,3,3,2,1,3,1
693087,1,6,2,3,4,4,5,5,3,3,3,3,4,7,7,7,7,7,6,6,75,50,50,50,0,50,50,2,2,2,2,2,2,2,2,2,2,4,5,4,2,4,4,5,4,4,6,5,6,5,6,5,5,5,6,6,4,3,2,2,3,1,1,1,3,1
693136,1,6,2,1,2,2,3,4,2,5,4,3,4,5,6,6,7,5,5,6,75,50,50,25,25,25,25,1,1,1,1,1,1,1,2,2,1,5,6,5,5,5,4,5,4,5,5,5,6,6,6,7,6,6,6,6,6,2,2,3,2,2,1,2,1,1
693644,2,3,2,1,1,1,1,4,1,3,3,3,3,7,6,3,3,3,3,5,25,75,50,50,50,50,0,2,2,2,2,2,2,1,2,2,2,5,6,5,5,4,3,6,5,5,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,1,2,2,1,1
694649,1,4,2,2,4,4,4,3,3,4,5,3,2,7,6,6,5,5,2,6,75,75,50,50,50,50,27,2,1,1,1,2,1,1,2,2,2,5,7,3,4,3,5,3,3,5,4,4,5,4,4,5,5,5,6,6,4,3,4,3,3,4,2,2,2,1
695122,1,2,2,3,5,5,5,5,5,5,5,3,4,3,4,4,4,6,7,7,75,85,75,55,22,45,45,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,1,2,3,1,2
695594,2,4,2,1,2,2,4,5,2,4,4,3,4,7,7,6,4,7,4,5,75,75,50,50,50,25,25,2,2,2,2,2,2,2,2,2,2,6,5,5,4,4,2,4,5,7,7,7,5,6,4,7,7,7,5,4,4,3,2,2,2,2,1,5,4,2
695869,2,2,4,3,4,5,5,5,1,3,3,4,4,7,7,7,4,7,5,4,25,50,50,50,50,50,25,1,1,1,1,1,1,1,1,2,2,7,4,5,2,3,1,4,3,3,7,5,4,7,7,7,7,7,4,4,4,1,4,3,2,1,2,3,6,3
696292,1,5,2,3,4,4,4,5,4,4,4,3,3,6,6,5,5,5,5,5,75,50,70,50,50,50,30,1,1,1,1,1,1,1,2,1,1,5,5,4,4,5,2,3,4,5,5,4,4,4,4,6,6,6,5,4,4,2,2,1,1,2,2,5,4,4
696654,1,5,2,3,4,4,3,5,3,3,3,3,4,6,6,7,4,6,4,4,50,70,75,40,30,60,50,2,2,2,2,2,1,2,2,2,1,4,4,3,4,4,2,5,2,6,6,5,5,5,4,7,5,4,7,5,5,4,2,4,2,4,2,4,5,1
696716,2,5,2,3,4,4,2,5,3,3,3,3,4,6,7,6,5,6,4,6,50,75,75,50,50,50,25,1,2,2,2,1,1,1,2,2,2,4,3,3,3,4,3,3,2,4,3,3,5,4,3,6,3,4,3,4,3,2,1,3,4,2,1,3,2,1
